fullname,shortname,number,category,vid_uchrezhdeniya,organiz_pravov_forma,podchinenie,address,Latitude,Longitude,telephone,email
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1812, ГБОУ детский сад № 1812,1 812, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 107392, г. Москва, Зельев переулок, д.3 А",55.8012739,37.7183651,(499) 162-00-87, detsad1812@bk.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2350, ГБОУ ЦРР - детский сад № 2350,2 350, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Восточное окружное управление образования," 111673,г. Москва, ул. Суздальская, д.10 А",55.73618519999999,37.8485514,(495) 702-03-00, ds2350@gmail.com
 Государственное бюджетное образовательное учреждение города Москвы детский сад №1277, ГБОУ детский сад № 1277,1 277, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 129090 г. Москва, ул. Мещанская, д. 13",55.77687109999999,37.6274934,(495) 681-53-46, detsad-1277@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 856, ГБОУ ЦРР - детский сад № 856,856, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Восточное окружное управление образования," 111538, г. Москва, ул. Молдагуловой , д. 13 Б",55.72217029999999,37.830078,(495) 375-73-64, ds-856@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1107, ГБОУ детский сад № 1107,1 107, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105187,г. Москва, улица Щербаковская, д. 58А",55.78259300000001,37.741166,(499) 166-83-34, ds_1107@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2149, ГБОУ детский сад № 2149,2 149, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127322, город Москва, улица Яблочкова, дом 29, корпус 5",55.8229433,37.5768902,(495) 610-03-28, detsad-2149@rambler.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 226, ГБОУ детский сад № 226,226, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северное окружное управление образования," 125315, г. Москва, улица Самеда Вургуна, дом 9",55.8083828,37.5256617,(499) 151-58-41, dou226@gmail.com
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1845, ГБОУ детский сад № 1845,1 845, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125080, г. Москва, улица Левитана, дом 5А",55.8012416,37.4991328,(499) 198-16-12, dou1845-sokolenok@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 772, ГБОУ детский сад № 772,772, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," 125414, г. Москва, улица Флотская, дом 25 Б",55.8611856,37.5113663,(495) 453-14-51, bazileva2@bk.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 523, ГБОУ детский сад № 523,523, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," 117485, г. Москва, улица Бутлерова, дом 10А",55.6511076,37.524222,8(495)336-66-44, gou523@gmail.com
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1814, ГОУ детский сад № 1814,1 814, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119634 г. Москва, ул. Шолохова, д.19, к.1",55.6421108,37.3403595,(495) 731-05-10, snegiri_1814@mail.ru
" Государственное бюджетное образовательное учреждение города Москвы Центр развития ребенка - детский сад № 2484 ""Жемчужинка"""," ГОУ ЦРР - детский сад № 2484 ""Жемчужинка""",2 484, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Юго-Западное окружное управление образования," 117042, г. Москва, улица Адмирала Лазарева, дом 61, корп.1",55.537705,37.508837,(499) 743-72-94, dou2484@ou.mosuzedu.ru; ds2484@mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1956, ГБОУ детский сад № 1956,1 956, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северо-Восточное окружное управление образования," 129515 г.Москва, ул. Академика Королева, д.4, к.3",55.8223004,37.6285412,(495) 616-48-29, detsad739@bk.ru; dou1956@yandex.ru; dsovp1956.mskobr.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1934, ГБОУ детский сад № 1934,1 934, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Западное окружное управление образования," 121353, г.Москва, ул. Беловежская, д. 87",55.7063034,37.40093,(495) 446-02-25, dou1934@MAIL.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 1617, ГБОУ ЦРР - детский сад № 1617,1 617, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Восточное окружное управление образования," 111397, г. Москва, ул. Утренняя, д.1",55.74756410000001,37.7884162,(495) 306-69-37, crr1617@rambler.ru; crr1617@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 2370, ГОУ детский сад № 2370,2 370, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109451, Москва, улица Братиславская, дом 18, корпус 4",55.6561411,37.7583789,(495) 345-98-00, ds-2370@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 571, ГБОУ детский сад № 571,571, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 123007, г. Москва, Хорошевское шоссе, д.82, корп. 10",55.778835,37.521608,(499) 195-31-43, dskhor1406@soudo.ru; zmejka55@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 447, ГБОУ детский сад № 447,447, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125171, г. Москва, ул. Зои и Александра Космодемьянских, дом 6",55.8189216,37.5049739,(499) 150-06-44, dou447@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1774, ГБОУ детский сад № 1774,1 774, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117311, г.Москва, улица Кравченко, дом 12",55.677643,37.5164195,138-56-89, dou1774@ou.mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1093, ГБОУ детский сад № 1093,1 093, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Центральное окружное управление образования," 119270 г. Москва, Комсомольский проспект, д.41",55.7210687,37.5749026,(499) 242-05-96, detsad1093@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1577, ГБОУ детский сад № 1577,1 577, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115612 г. Москва, ул. Братеевская, 23 корп.3",55.6342749,37.7556136,(495) 342-98-37, dou1577@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 379, ГБОУ детский сад № 379,379, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117463, г.Москва, ул. Паустовского, д.8, корп.4",55.5991423,37.5349549,8 ( 495) 421-53-77, dou1071@ou.mosuzedu.ru; goyds1071@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1158, ГБОУ детский сад № 1158,1 158, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Южное окружное управление образования," 117587 г. Москва,ул. Кировоградская,д.8 Б",55.6278634,37.6082598,(495) 312-93-36, dou1158@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2566, ГБОУ детский сад № 2566,2 566, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105275,город Москва, проспект Буденного, дом 27 А",55.76924529999999,37.7304388,(495) 366-83-44, sokolinkadetsad2566@rambler.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1777, ГБОУ ЦРР - детский сад № 1777,1 777, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Центральное окружное управление образования," 109544 г. Москва, ул. Библиотечная, д.19",55.7448674,37.6742798,(495) 670-17-27, crr1777@mail.ru; sad1777@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1460, ГБОУ детский сад № 1460,1 460, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109280, г.Москва, ул.Велозаводская, д.9а",55.7122578,37.6684921,675-60-34, —
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 827, ГБОУ детский сад № 827,827, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 121351 г.Москва, ул. Ярцевская, д. 11, корпус 4",55.7374504,37.4053418,(499) 141-04-00, D-S827@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2669, ГБОУ детский сад № 2669,2 669, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107143, Москва, улица Николая Химушина, дом 13",55.8234627,37.7617052,(499) 780-70-29, DS2669 @yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 755, ГБОУ детский сад № 755,755, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 109377, г. Москва, ул. Зеленодольская, д. 9 корп. 4",55.71276,37.7854,(495) 379-65-26, ds755@uvuo.ru; oregano40@yandex.ru; gou755@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 1878, ГОУ детский сад общеразвивающего вида № 1878,1 878, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115407 г.Москва, ул.Затонная, д.2,к.3",55.6803326,37.6810478,(499) 616-04-39, dou1878@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1933, ГБОУ детский сад № 1933,1 933, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121352, г.Москва, ул. Давыдковская, д. 12,кор.6",55.7225835,37.4707908,(499) 445-18-06, dou1933@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2649, ГБОУ детский сад № 2649,2 649, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 117519 г. Москва, ул. Красного Маяка, д. 3б",55.6105092,37.5948371,(495) 389-29-27, dou2649@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы Детский сад компенсирующего вида № 2107, ГБОУ детский сад № 2107,2 107, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Центральное окружное управление образования," ""119270 г.Москва, улица Комсомольский пр. д.47 ""А""",55.7188793,37.5738276,(499) 242-16-20, detskisad2107@rambler.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 588, ГБОУ детский сад № 588,588, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129344, город Москва, улица Радужная, дом 5",55.8599131,37.6708822,(499) 184-81-19, raduga1431@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1090, ГБОУ ЦРР – детский сад № 1090,1 090, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Троицкое и новомосковское окружное управление образования," 142784, Москва Город, Московский Город, 1-й Микрорайон, 55",55.5915927,37.367187,#Н/Д, mdoucrr23@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 433, ГБОУ детский сад № 433,433, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109518, г. Москва, Грайвороново, квартал 90а, кор. 15",55.7011844,37.6424039,(499) 177-52-77, cad433@bk.ru; zavxoz433@bk.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 129, ГБОУ детский сад № 129,129, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115230 г. Москва, Каширское ш., д.8, к. 5",55.667203,37.625094,(499) 613-82-22, dou129@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2090, ГБОУ детский сад № 2090,2 090, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105275, г.Москва, 8-я ул. Соколиной Горы, 11А",55.769009,37.734447,(495) 365-05-55, detskiysad2090@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1001, ГБОУ детский сад № 1001,1 001, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," ""127349, город Москва, улица Лескова, дом 5 ""А""",55.899358,37.593684,(499) 207-20-88, detsad1001@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 829, ГБОУ детский сад № 829,829, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 109388, г. Москва Гурьянова ул., д. 45",55.6820944,37.71919159999999,(495) 353-04-60, dou_829@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 284, ГБОУ детский сад № 284,284, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109428, г. Москва ул. Зарайская, д. 22",55.7306991,37.7667651,(499) 170-15-10, det-284 @yandex. ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 858, ГБОУ ЦРР - детский сад № 858,858, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Южное окружное управление образования," 115408 г.Москва, Братеевская ул. д.35,к.2",55.6374709,37.7668114,(495) 342-22-53, dou858@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1877, ГБОУ детский сад № 1877,1 877, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," ""125413, г. Москва, Кронштадтский бульвар, 49 ""Б""",55.8535455,37.5110473,(495) 453-44-23, detsad1877@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1744, ГБОУ детский сад № 1744,1 744, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 129281, город Москва, Староватутинский проезд, дом 9",55.8733847,37.67072780000001,(499) 185-77-31, detsad1744@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2558, ГБОУ ЦРР - детский сад № 2558,2 558, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Юго-Западное окружное управление образования," 119261, г.Москва, Ленинский проспект, д. 76 А",55.6835179,37.5360534,(495) 930-28-96, centrdet2558@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1590, ГБОУ детский сад № 1590,1 590, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121596, г.Москва,ул. Запорожская, д. 8, корп. 2",55.7239205,37.4024564,(499) 448-55-45, detsad1590@rambler.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1948, ГБОУ ЦРР - детский сад № 1948,1 948, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Центральное окружное управление образования," 105062 г. Москва, Подсосенский пер., д.26, стр.6",55.7556527,37.652456,(495) 917-70-01, sad_1948@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1120, ГБОУ детский сад № 1120,1 120, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 129327, город Москва, улица Менжинского, дом 21, корпус 2",55.867684,37.6681873,(495) 471-38-90, ds1120@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 864, ГБОУ детский сад № 864,864, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 127276, город Москва,Малая Ботаническая улица, 18, корпус 1",55.832681,37.585166,(495) 618-80-70, shukshina864@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2683, ГБОУ детский сад № 2683,2 683, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117624, г.Москва, ул. Изюмская, д.49",55.5463991,37.5657735,(499) 793-90-81, dou2683@mosuzedu.ru; detsad2683@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2475, ГБОУ детский сад № 2475,2 475, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119607, г.Москва, Мичуринский проспект, д. 17, корп. 4",55.6963854,37.5087496,(495) 734-24-00, dou2475@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1187, ГБОУ детский сад № 1187,1 187, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109033, Москва, Золоторожская наб., 36а, стр.1",55.754363,37.675043,(495) 362-22-61, goy 1187@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1694, ГБОУ детский сад № 1694,1 694, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Восточное окружное управление образования," 111672, г. Москва, ул. Новокосинская, д.44А",55.7427354,37.8767495,(495) 702-06-35, dou1694@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2020, ГБОУ детский сад № 2020,2 020, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117303, г. Москва, улица Болотниковская, дом 27",55.65759569999999,37.594549,(495)310-83-42, detsad2020@yandex.ru; ds2020@mosuzedu.ru
" Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1214 ""Ивушка""", ГБОУ ЦРР – детский сад № 1214 «Ивушка»,1 214, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",55.7813321,37.7210321,#Н/Д, progposznok@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1386, ГБОУ детский сад № 1386,1 386, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северное окружное управление образования," 125080, г. Москва, Светлый проезд, д. 4 а",55.8135521,37.4932445,(499) 158-24-22, dou1386@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2428, ГБОУ детский сад № 2428,2 428, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117042, г.Москва, ул. Бартеневская, дом 27, корпус 1",55.548722,37.52944900000001,"(495) 717-06- 45 тел., факс", gou2428@mosuzedu.ru
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2317, ГБОУ ЦРР - детский сад № 2317,2 317, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109156, г.Москва, Жулебинский б-р, д. 30, корп. 2",55.68886879999999,37.8554951,(495) 704-52-06, crr-2317@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2657, ГБОУ детский сад № 2657,2 657, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127495, город Москва, Челобитьевское шоссе, дом 6",55.9142433,37.54906039999999,(499) 761-06-01, dou.2657@yandex.ru; dou2657@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад присмотра и оздоровления № 1168, ГОУ детский сад № 1168,1 168, Дошкольное образовательное учреждение, Детский сад присмотра и оздоровления, Бюджетное, Южное окружное управление образования," 115516 г. Москва, ул. Бакинская,22,к.2",55.6218842,37.6560237,(495) 322-59-05, dou1168@sinergi.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 715, ГБОУ детский сад № 715,715, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 127282, город Москва, улица Широкая, дом 9",55.8880455,37.6614808,(499) 479-72-45, det.sad_715@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 475, ГБОУ детский сад № 475,475, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105077 ,г.Москва, ул. Средняя Первомайская, дом 29А",55.79573970000001,37.8157586,(495) 465-92-41, detsad475@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1782, ГБОУ детский сад № 1782,1 782, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 127549, г.Москва, Алтуфьевское шоссе, д.60 Г",55.88304669999999,37.5926646,(499) 901-52-10, dou1782@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 985, ГБОУ детский сад № 985,985, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Западное окружное управление образования," 121087, г.Москва, ул.Тучковская, д. 5",55.7475636,37.511799,(499) 148-54-09, dsfili985@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 527, ГБОУ детский сад № 527,527, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 111397,Москва,ул. Утренняя, д.5",55.7487785,37.7948728,(495) 368-51-24, ds-527@mail.ru
 Муниципальное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида №29 «Светлячок»," ГБОУ детский сад № 1215 ""Светлячок""", 29, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",55.7813321,37.7210321,#Н/Д, svatutinki@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1446, ГБОУ детский сад № 1446,1 446, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 127322, г. Москва, ул. Яблочкова, дом 41, корпус 4",55.8282478,37.578543,(495) 610-29-71, det.1446-127322@yandex.ru; dou1446@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1553, ГБОУ детский сад № 1553,1 553, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 127434, г. Москва, Красностуденческий проезд, дом 2 а",55.8269393,37.5677049,(499) 977-80-92, ds1553@yandex.ru; zavds1553@yandex.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2580, ГБОУ детский сад № 2580,2 580, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 109029 Москва, ул.Нижегородская, д.19",55.7380967,37.6916046,(495) 678-31-21, det_sad2580@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1623, ГБОУ детский сад № 1623,1 623, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119607, г. Москва, ул. Раменки, д. 13, корп. 3",55.689742,37.496104,(495) 932-28-21, detsad1623@mail.ru
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 747, ГБОУ детский сад № 747,747, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117485, г.Москва, ул.Профсоюзная, 88А",55.6501154,37.5276015,#Н/Д, detsksad@rambler.ru
" Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1208 ""Ручеек"""," ГБОУ детский сад № 1208 ""Ручеек""",1 208, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",55.7813321,37.7210321,#Н/Д, detsad-rucheek@mail.ru
