fullname,shortname,number,category,vid_uchrezhdeniya,organiz_pravov_forma,podchinenie,address,telephone,email,location
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2414, ГБОУ детский сад № 2414,2 414, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117042, г. Москва, улица Южнобутовская, дом 29, корпус 2",0716-10-01, gou2414@ou.mosuzedu.ru,POINT(37.5391322 55.5387958)
 Государственное бюджетное образовательное учреждение города Москвы детский сад №996, ГБОУ детский сад №996,996, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," г. Москва, Мичуринский проспект, квартал 5-6, д. 24",#Н/Д, —,POINT(37.6150527 55.7568721)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 167, ГБОУ детский сад № 167,167, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119415 г.Москва, ул. Лобачевского, д. 30",(499) 431-11-92, dou167-70@mail.ru,POINT(37.5056205 55.6689746)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 77, ГБОУ детский сад № 77, 77, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 115088, г. Москва, Дубровский проезд, дом 7",(495) 674-55-92, gouds77@mail.ru,POINT(37.6655275 55.72371099999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 314, ГБОУ детский сад № 314,314, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117303, г.Москва, ул. Каховка дом 7, корпус 3",318-39-21, gou314@mosuzedu.ru,POINT(37.5902074 55.6489068)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1327, ГБОУ ЦРР-детский сад № 1327,1 327, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127566, город Москва, Алтуфьевское шоссе, дом 40, корпус 1",(499) 201-26-54, detsad1327@mail.ru,POINT(37.5873134 55.87287629999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1083, ГБОУ детский сад № 1083,1 083, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 111020, г.Москва, ул. Сторожевая, д. 30а",(495) 360-67-40, gjkzr1083@mail.ru; dc1083@mail.ru,POINT(37.7148563 55.7638952)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2313, ГБОУ детский сад № 2313,2 313, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109652, г. Москва Мячковский б-р, д. 16, корп. 2",(495) 345-90-91, det-2313@yandex.ru,POINT(37.756535 55.6513465)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1614, ГБОУ детский сад № 1614,1 614, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109382, г. Москва Краснодонская ул., д. 44",(495) 351-92-94, Sad1614@yandex.ru,POINT(37.7456223 55.6676407)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2254, ГБОУ детский сад № 2254,2 254, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129344, город Москва, улица Верхоянская, дом 14",(499) 180-32-16, dousv2254@yandex.ru,POINT(37.6647782 55.85801919999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 694, ГБОУ детский сад № 694,694, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109388, г. Москва, ул. Шоссейная, дом 31, корп. 1",(495) 353-69-54, GOU-694@mail.ru,POINT(37.724891 55.681058)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2247, ГБОУ детский сад № 2247,2 247, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 127540, г. Москва, улица Дубнинская, дом 12 А",(499) 481-55-92, detsad2247@mail.ru,POINT(37.5666438 55.8641417)
 Государственное бюджетное образовательное учреждение города Москвы детский сад присмотра и оздоровления № 410, ГБОУ детский сад № 410,410, Дошкольное образовательное учреждение, Детский сад присмотра и оздоровления, Бюджетное, Юго-Восточное окружное управление образования," 109462, г. Москва, ул. Маршала Чуйкова, д. 9, корп. 5",(499) 179-85-40,  ds.radost.410@yandex.ru,POINT(37.7620631 55.6962912)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1565, ГБОУ детский сад № 1565,1 565, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119607 г. Москва, ул. Раменки, д.13, корп.2",(495) 931-04-12, gou1565@yandex.ru,POINT(37.497609 55.690589)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2204, ГБОУ детский сад № 2204,2 204, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Центральное окружное управление образования," 119049 г. Москва, ул. Шаболовка, д. 19 а",(499) 236-34-37, tarasova4999@yandex.ru,POINT(37.6123117 55.7234402)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 216, ГБОУ детский сад № 216,216, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119415 г.Москва, Ленинский проспект, д. 118",(499) 432-46-22, gou216@yandex.u,POINT(37.5101417 55.6684698)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1181, ГБОУ детский сад № 1181,1 181, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117463, г.Москва, улица Голубинская, дом 24, корпус 2",8 (495) 425-03-16, gou1181@mail.ru,POINT(37.53776800000001 55.594815)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2710, ГБОУ детский сад № 2710,2 710, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127576, г.Москва, Алтуфьевское шоссе, д.87 ,корп.4",(499) 209-30-74, dou2710@yandex.ru,POINT(37.5842924 55.89255799999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 381, ГБОУ детский сад № 381,381, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 107258, г.Москва, ул. 3-я Гражданская, д.64 А",(495) 963-33-27, sadik-381@mail.ru,POINT(37.7112194 55.8081021)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 47, ГБОУ детский сад № 47, 47, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Восточное окружное управление образования," 111555, г.Москва, Свободный проспект, д.9А",(495) 300-62-51, korekciadou47@mail.ru,POINT(37.8242175 55.764067)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 535, ГБОУ детский сад № 535,535, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107150, г .Москва, Бойцовая улица, д.18А",(499) 160-12-13, sadik535@mail.ru,POINT(37.7243992 55.8141763)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1068, ГБОУ детский сад № 1068,1 068, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Западное окружное управление образования," 117418, г.Москва, улица Цюрупы, дом 11, корпус 2",331-67-11, dou1068@mosuzedu.ru,POINT(37.5721655 55.6664897)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 532, ГБОУ детский сад № 532,532, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 115470 г. Москва ул. Новинки, 11",(499) 615-64-23, dou532@sinergi.ru,POINT(37.6712133 55.6768797)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2477, ГБОУ детский сад № 2477,2 477, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117513, г. Москва, улица Академика Бакулева, дом 8, корпус 1",(495)438-28-11, dou2477@ou.mosuzedu.ru; GOU2477@mail.ru,POINT(37.486713 55.642306)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 72, ГБОУ детский сад № 72, 72, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Западное окружное управление образования," 121108 г.Москва, ул. Кастанаевская, д. 25, стр. 2",(499) 144-65-63, dou72@inbox.ru,POINT(37.4831279 55.735985)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 602, ГБОУ детский сад № 602,602, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Западное окружное управление образования," 117209, Москва, ул. Перекопская, д. 7, к. 1",(499) 122-91-70, gou602@inbox.ru,POINT(37.5816306 55.6586025)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2677, ГБОУ детский сад № 2677,2 677, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 105037, Москва, ул. Первомайская, д.17 А",(499) 165-41-36, park2677@mail.ru,POINT(37.778218 55.792948)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2399, ГБОУ детский сад № 2399,2 399, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северо-Восточное окружное управление образования," 127521, город Москва, улица Шереметьевская, дом 27, корпус 1",(495) 619-53-71, dousv-2399@yandex.ru,POINT(37.6154988 55.8032738)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1900, ГБОУ детский сад № 1900,1 900, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111399, город Москва, Федеративный проспект, д. 5 А",(495) 305-42-35, DOU1900@yandex.ru,POINT(37.7997758 55.75800410000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 629, ГБОУ детский сад № 629,629, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 119421, г.Москва, ул. Обручева, д.26А",(495) 936-62-75, sad629@mail.ru,POINT(37.515189 55.657396)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2150, ГБОУ детский сад № 2150,2 150, Дошкольное образовательное учреждение, Детский сад, Автономное, Северо-Восточное окружное управление образования," 127081 г.Москва, ул. Ясный проезд, д.30",(499) 477-10-88, detsad2150@mail.ru,POINT(37.6217641 55.8773734)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 178, ГБОУ детский сад № 178,178, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119361, г.Москва, ул. Большая Очаковская, д. 39, корп. 1",(499) 792-29-81, dou413@MAIL.RU,POINT(37.448789 55.67659)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2151, ГБОУ детский сад № 2151,2 151, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127254, город Москва, Огородный проезд, дом 19Б",(495) 618-13-76, ds1262@mail.ru; DETcad2151@yandex.ru,POINT(37.596493 55.815176)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1430, ГБОУ детский сад № 1430,1 430, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119607, г. Москва, ул. Удальцова, д. 87",(495) 932-43-00, dou1430@mail.ru,POINT(37.4869864 55.6855334)
 Государственное бюджетное образовательное учреждение города Москвы детский сад присмотра и оздоровления № 766, ГБОУ детский сад № 766,766, Дошкольное образовательное учреждение, Детский сад присмотра и оздоровления, Бюджетное, Северное окружное управление образования," 127206, г. Москва, ул. Астрадамская, д. 5 ""В""",(495) 611-41-33, ds_766@mail.ru,POINT(37.561447 55.810634)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1677, ГБОУ детский сад № 1677,1 677, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109378, Москва, ул. Фёдора Полетаева дом 36, корпус 3",(495) 378-78-68, sadik1677@mail.ru,POINT(37.788945 55.7057649)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1318, ГБОУ детский сад № 1318,1 318, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 117570, г. Москва, ул.Красного Маяка, д.19, к.4",(495) 387-80-02, dou1318@sinergi.ru,POINT(37.5816231 55.605776)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2322, ГБОУ детский сад № 2322,2 322, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109156, г. Москва, ул. Маршала Полубоярова, д. 6, корп. 2",(495) 705-62-29, gou2322@mail.ru,POINT(37.8624561 55.687222)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1475, ГБОУ детский сад № 1475,1 475, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 107150,город Москва, улица Ивантеевская, дом 32 Б",(499) 160-12-02, sadik1475@mail.ru; http://dskv1475.umihost.info,POINT(37.7300865 55.8149113)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1951, ГБОУ детский сад № 1951,1 951, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 125047, Оружейный переулок, дом 25, строение 1а",(499) 978-32-00, detsad1951@mail.ru,POINT(37.601853 55.772515)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 997, ГБОУ детский сад № 997,997, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 129347, г. Москва, ул. Холмогорская, д. 5, стр. 1",(499) 182-22-65, detsad997@mail.ru,POINT(37.7172533 55.8798271)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 795, ГБОУ детский сад №795,795, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," 117465, город Москва, улица Профсоюзная, дом 156, корпус 4",(495) 337-18-88, gou795@yandex.ru,POINT(37.496416 55.6178115)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2032, ГБОУ детский сад № 2032,2 032, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 101000 г. Москва, Малый Златоустинский пер., д.7, стр.2",(495) 625-72-81, podarimradugu@mail.ru,POINT(37.63463 55.759633)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1029, ГБОУ детский сад № 1029,1 029, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 109559, Москва, Тихорецкий бульвар, дом 8",(495) 358-60-56, det1029@yandex.ru,POINT(37.7733915 55.6787647)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1495, ГБОУ детский сад № 1495,1 495, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127224, город Москва, улица Осташковская, дом 26, корпус 2",(495) 475-98-89, DOU-1495@yandex.ru,POINT(37.676768 55.889998)
" Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1161 ""Колосок""", ГБОУ ЦРР – детский сад № 1161 «Колосок»,1 161, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",#Н/Д, ds1kolosok@yandex.ru,POINT(37.7210321 55.7813321)
 Государственное бюджетное образовательное учреждение города Мосвы детский сад общеразвивающего вида № 622, ГБОУ детский сад № 622,622, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 115598 г. Москва,ул. Лебедянская,24 к.3",(495) 328-96-55, dou1498@sinergi.ru,POINT(37.684617 55.583911)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2405, ГБОУ детский сад № 2405,2 405, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Западное окружное управление образования," 117042, г.Москва, ул. Южнобутовская, дом 88",715-64-63, dou2405@ou.mosuzedu.ru; dou2405@ou.mosuzedu.ru,POINT(37.5130345 55.5332486)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2726, ГБОУ детский сад № 2726,2 726, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109443, город Москва, ул. Волгоградский проспект, дом 137, кор.2",(499) 746-59-91, detsad_2726@mail.ru,POINT(37.774253 55.706136)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №437, ГБОУ детский сад № 437,437, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 107150, г. Москва, бул. Маршала Рокоссовского, д. 26",(499) 160-28-01, cad437@mail.ru,POINT(37.719303 55.81575249999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 464, ГБОУ детский сад № 464,464, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109390, г. Москва, ул. Малышева, д. 18, к. 2",(499) 178-78-91, detsad464@mail.ru,POINT(37.7417704 55.6976068)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1222, ГБОУ детский сад,1 222, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127081 город Москва, Проезд Ясный, д.5Б",(499) 473-93-30, ds1222@mail.ru,POINT(37.6249409 55.8722797)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1313, ГБОУ детский сад № 1313,1 313, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северо-Восточное окружное управление образования," 129336, город Москва, улица Стартовая, дом 21, строение 1",(495) 475-84-72, 1313-48@mail.ru,POINT(37.6947576 55.885165)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1365, ГБОУ детский сад № 1365,1 365, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 109651, г. Москва Подольская ул., д. 29",(499) 357-34-31, mpytkova@yandex.ru; ds1365@yandex.ru,POINT(37.7113534 55.6495543)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1042, ГБОУ детский сад № 1042,1 042, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 107140, г. Москва, ул. Русаковская, д.7-9, стр.3",(499) 264-31-97, ds1042@yandex.ru,POINT(37.6721564 55.7830418)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 296, ГБОУ детский сад № 296,296, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 105122,Москва, ул. Амурская, д.12",(495) 462-21-42, ds296@mail.ru; http://dskv296.mskobr.ru/,POINT(37.7633196 55.8075848)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2171, ГБОУ детский сад № 2171,2 171, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117292, г. Москва, ул. Профсоюзная, дом 22/10, корп. 1",8(499)125-39-71, gou2171@mail.ru,POINT(37.5655179 55.681158)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей № 1103, ГБОУ детский сад № 1103,1 103, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Западное окружное управление образования," 117463, город Москва, Новоясеневский проспект, дом 32, корпус 4",8 (495) 426-14-00, ds1103@yandex.ru,POINT(37.539475 55.602917)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 114, ГБОУ детский сад № 114,114, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121374, г.Москва, ул. Алексея Свиридова, д. 3, корп. 2",(499) 449-32-04, dou140@bk.ru,POINT(37.45733999999999 55.726644)
" Государственное бюджетное образовательное учреждение города Москвы детский сад № 2523 "" Академия детства"""," ГБОУ детский сад № 2523 "" Академия детства""",2 523, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119192 г.Москва, Мичуринский проспект, д. 5, корпус 3",(495) 544-53-85, aka.detstva@gmail.com,POINT(37.5131613 55.7018536)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2434, ГБОУ детский сад № 2434,2 434, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117041, г.Москва, улица Бунинская аллея, дом 2, корпус 1",+7-495-714-74-81, dou2434@mosuzedu.ru; dou2434@mail.ru,POINT(37.511168 55.542513)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 899, ГБОУ детский сад № 899,899, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111555, г. Москва, ул. Сталеваров, д. 8 А",(495) 300-07-04, sad899@yandex.ru,POINT(37.8374777 55.7663777)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1095, ГБОУ детский сад общеразвивающего вида № 1095,1 095, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109542, Москва, Рязанский проспект, д.80, к.4",(495) 377-82-60, blue-bird1095@mail.ru,POINT(37.8218879 55.7083142)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1326, ГБОУ детский сад № 1326,1 326, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Западное окружное управление образования," 119297, г.Москва, ул. Родниковая, д. 16, корп. 1",(495) 435-14-87, detsad1326@mail.ru,POINT(37.3827615 55.63530970000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2020, ГБОУ детский сад № 2020,2 020, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 1231151, г. Москва, набережная Тараса Шевченко, д. 15",(499) 243-51-01, detsad2020@mail.ru,POINT(37.5510412 55.7479001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 473, ГБОУ детский сад № 473,473, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 129515, г. Москва, ул. 3-я Новоостанкинская, д. 17",(495) 602-41-12, dedsad473@mail.ru,POINT(37.6270974 55.8195755)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 392, ГБОУ детский сад № 392,392, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Восточное окружное управление образования," 127427, город Москва, улица Ботаническая, дом 5А",(495) 610-27-10, goy392@mail.ru; dou392@yandex.ru,POINT(37.6009559 55.82341)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1367, ГБОУ детский сад № 1367,1 367, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119602 г.Москва, ул. Академика Анохина, д. 40, корп. 1",(495) 430-98-93, dou1367@mail.ru,POINT(37.4701341 55.6574261)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 164, ГБОУ детский сад № 164,164, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Южное окружное управление образования," 115516, г. Москва, ул. Бехтерева, д. 37, корп. 5",(495) 325-46-58, dou367@sinergi.ru,POINT(37.651126 55.620548)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1676, ГБОУ детский сад № 1676,1 676, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121614 г. Москва, ул. Крылатские холмы, д.28, к.2",(495) 412-04-73, dou1676@mail.ru,POINT(37.4143174 55.7656871)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2376, ГБОУ детский сад № 2376,2 376, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Западное окружное управление образования," 117042, г.Москва, Чечёрский проезд, дом 106",8(495)715-55-30, dou2376@ou.mosuzedu.ru; gou2376@mosuzedu.ru,POINT(37.5155349 55.5294106)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 940, ГБОУ детский сад № 940,940, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Центральное окружное управление образования," 119049 г. Москва, 1-ый Спасоналивковский пер.,д.15а,стр 1",(499) 238-70-20, 940detsad@mail.ru,POINT(37.6167206 55.7330172)
